"ability_id","ability_name","ability_abbreviation","description_short","description_full","ability_type","ability_subtype","archetype_tags","warrior_unlock","arms_unlock","fury_unlock","protection_unlock","unlock_source","subclass_filter","requires_ability","unlocks_ability","replaces_ability","modified_by","wow_cost_rage","bg3_action_cost","bg3_resource_cost","bg3_cooldown","bg3_file_type","bg3_spell_type","bg3_spell_success","bg3_target_conditions","damage_formula_bg3","status_applied","implementation_status","implementation_priority","implementation_notes","bg3_other_resource_cost","wow_mechanic_type","bg3_mechanic_equivalent","resource_cost_rage","damage_formula","granted_by_subclass","localization_handle_name","localization_handle_description"
"WAR_Fueled_by_Violence","Fueled by Violence","FV","minor amount of passive healing which ramps against multiple targets.","minor amount of passive healing which ramps against multiple targets.","Passive","Talent-Passive","Passive,Healing,AoE-Scaling","Auto-Grant","Auto-Grant","Auto-Grant","5","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Minor passive healing that ramps against multiple targets.","","","","","","","h78fe4967g003fg0000g0000g000000000001","h78fe4967g0040g0000g0000g000000000001"
"WAR_Storm_Wall","Storm Wall","SW","heals on any parry, not just when Die by the Sword is active.","heals on any parry, not just when Die by the Sword is active.","Defensive","General","Arms,Defensive,Raid-Utility","","","","","Baseline","All","Die by the Sword","Die by the Sword","","","","Action","","None","Passive","Target","","MeleeRange() and not Dead()","None","WAR_STORM_WALL","Not Started","P2","Extends Die by the Sword with AoE benefit","","","","","","","h78fe4967g0041g0000g0000g000000000001","h78fe4967g0042g0000g0000g000000000001"
"WAR_Sudden_Death","Sudden Death","SD","enables proc-based gameplay, now stacking up to two times.","enables proc-based gameplay, now stacking up to two times.","Offensive","General","Execute-Build,Proc,Fury","","4","4","6","Baseline","All","","","","","","Action","","None","Passive","Target","","MeleeRange() and not Dead()","","","Not Started","P3","Proc that enables Execute outside execute phase","","","","","","","h78fe4967g0043g0000g0000g000000000001","h78fe4967g0044g0000g0000g000000000001"
"WAR_Fervor_of_Battle","Fervor of Battle","FoB","single target damage enhancement, which also allows the abilities to stack Collateral Damage. The...","single target damage enhancement, which also allows the abilities to stack Collateral Damage. The auto-cast Slam does not cost rage.","Passive","Talent-Passive","Arms,AoE-Enhancement,Cleave","Auto-Grant","4","Auto-Grant","Auto-Grant","Baseline","All","","","","Slam,Whirlwind","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Allows Slam/Whirlwind to stack Collateral Damage. Enables single-target abilities to hit multiple targets.","","","","","","","h78fe4967g0045g0000g0000g000000000001","h78fe4967g0046g0000g0000g000000000001"
"WAR_Improved_Bloodthirst","Improved Bloodthirst","IB","very small but worthwhile damage increase.","very small but worthwhile damage increase.","Passive","Talent-Passive","Passive,-Enhancement,Damage-Boost","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Enhances  with bonus damage","BloodthirstStacks:1","","","","","","h78fe4967g0047g0000g0000g000000000001","h78fe4967g0048g0000g0000g000000000001"
"WAR_Fresh_Meat","Fresh Meat","FM","useful leveling talent, but not very useful anywhere else.","useful leveling talent, but not very useful anywhere else.","Offensive","General","Fury,Proc,Bloodthirst-Enhancement","","","","","Baseline","All","","","","","","Action","","None","Passive","Target","","MeleeRange() and not Dead()","","","Not Started","P3","Enhances Bloodthirst crits","","","","","","","h78fe4967g0049g0000g0000g000000000001","h78fe4967g004ag0000g0000g000000000001"
"WAR_Warpaint","Warpaint","WAR","strong passive damage reduction.","strong passive damage reduction.","Passive","Talent-Passive","Passive,Defensive,Mitigation","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Passive damage mitigation","","","","","","","h78fe4967g004bg0000g0000g000000000001","h78fe4967g004cg0000g0000g000000000001"
"WAR_Invigorating_Fury","Invigorating Fury","IF","situationally useful in PvP, but otherwise much worse than Warpaint.","situationally useful in PvP, but otherwise much worse than Warpaint.","Passive","Talent-Passive","Fury,Healing,Enrage","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Heal when Enrage expires. PvP-focused talent, less useful in PvE.","","","","","","","h78fe4967g004dg0000g0000g000000000001","h78fe4967g004eg0000g0000g000000000001"
"WAR_Cruelty","Cruelty","CRU","notable damage increase, though only while Enraged.","notable damage increase, though only while Enraged.","Passive","Talent-Passive","Passive,Enrage,Conditional-Boost","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Conditional bonus while Enraged status active","Enrage:1","","","","","","h78fe4967g004fg0000g0000g000000000001","h78fe4967g0050g0000g0000g000000000001"
"WAR_Disrupting_Shout","Disrupting Shout","DS","Reduces the cooldown of Challenging Shout to 90s and converts it into an AoE taunt/interrupt. Coo...","Reduces the cooldown of Challenging Shout to 90s and converts it into an AoE taunt/interrupt. Cool concept, decent in Mythic+, and useful on some raid bosses!","Offensive","AoE-Buff","Utility,AoE,Taunt,Cooldown-Reduction","","","","","Baseline","All","","","","","","Action","","90 seconds","Spell_Shout","Shout","ApplyStatus(NEARBY_ENEMIES,TAUNTED,100,6)","Self","None","WAR_DISRUPTING_SHOUT","Not Started","P2","Converts Challenging Shout to AoE taunt with reduced cooldown (90s vs 240s)","","","","","","","h78fe4967g016dg0000g0000g000000000001","h78fe4967g016eg0000g0000g000000000001"
"WAR_Best_Served_Cold","Best Served Cold","BSC","Increases","Increases","Passive","Talent-Passive","Protection,Revenge-Enhancement","Auto-Grant","Auto-Grant","Auto-Grant","4","Baseline","All","Revenge","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Increases Revenge effectiveness. Tank passive.","","","","","","","h78fe4967g0051g0000g0000g000000000001","h78fe4967g0052g0000g0000g000000000001"
"WAR_Strategist","Strategist","STR","Critical rotational functionality. Absolutely mandatory talent. Not just for pathing reasons.","Critical rotational functionality. Absolutely mandatory talent. Not just for pathing reasons.","Passive","Talent-Passive","Arms,Proc,Overpower-Build,Critical","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Critical rotational talent - MANDATORY. 30% chance to reset Overpower charges.","","","","","","","h78fe4967g0053g0000g0000g000000000001","h78fe4967g0054g0000g0000g000000000001"
"WAR_Grant_Extra_Attack","Grant Extra Attack","GEA","Grants additional attack action.","Provides an extra attack action during combat, allowing for additional offensive capabilities.","Passive","Talent-Passive","Unknown,Extra-Attack","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","NEEDS RESEARCH - No description available. Likely grants additional attack proc.","","Action Economy","ExtraAttack(1)","0","N/A","","h78fe4967g0055g0000g0000g000000000001","h78fe4967g0056g0000g0000g000000000001"
"WAR_Hamstring","Hamstring","HAM","minor snare.","minor snare.","Offensive","General","Utility,Slow","","5","9","11","Baseline","Protection","","","","","","Action","","None","Spell_Target","Target","ApplyStatus(WAR_HAMSTRUNG,100,3)","MeleeRange() and not Dead()","None","WAR_HAMSTRING","Not Started","P2","Wowhead: https://www.wowhead.com/spell=1715","","","","","","","h78fe4967g019fg0000g0000g000000000001","h78fe4967g01a0g0000g0000g000000000001"
"WAR_Battle_Shout","Battle Shout","Shout","worth ~5% damage for melee classes and Hunters.","worth ~5% damage for melee classes and Hunters.","Offensive","AoE-Buff","Buff,Raid-Utility","","5","7","11","Baseline","All","","","","","0","Action","","OncePerShortRest","Spell_Shout","Shout","ApplyStatus(SELF,WAR_BATTLE_SHOUT,100,600)","Self","None","WAR_BATTLE_SHOUT","Not Started","P2","Wowhead: https://www.wowhead.com/spell=6673","","","","","","","h78fe4967g015dg0000g0000g000000000001","h78fe4967g015eg0000g0000g000000000001"
"WAR_Heroic_Throw","Heroic Throw","HT","Weak single-target damage skill. Useful for tagging enemies from range, thats it.","Weak single-target damage skill. Useful for tagging enemies from range, thats it.","Offensive","General","Utility,Ranged","","11","11","5","Baseline","Fury","","","","","","Action","","None","Spell_Projectile","Projectile","DealDamage(1d4+StrengthModifier,Physical)","Distance() <= 18 and not Dead()","1d4+StrengthModifier,Physical","","Not Started","P2","Wowhead: https://www.wowhead.com/spell=57755","","","","","","","h78fe4967g01e5g0000g0000g000000000001","h78fe4967g01e6g0000g0000g000000000001"
"WAR_Victory_Rush","Victory Rush","VR","very useful free heal after getting a kill.","very useful free heal after getting a kill.","Defensive","General","Defensive,Healing,Reactive","","9","5","9","Baseline","Protection","","","","","0","Action","","None (requires kill trigger)","Spell_Target","Target","RegainHitPoints(20% MaxHP)","HasStatus('WAR_VICTORIOUS',context.Source)","None","","Not Started","P3","Wowhead: https://www.wowhead.com/spell=34428","","","","","","","h78fe4967g01e1g0000g0000g000000000001","h78fe4967g01e2g0000g0000g000000000001"
"WAR_Cacophonous_Roar","Cacophonous Roar","CR","still broken far too easily in group content, only moderately viable in PvP.","still broken far too easily in group content, only moderately viable in PvP.","Offensive","AoE-Buff","Utility,AoE,CC,Fear","5","","","","Baseline","All","","","","","","Action","","OncePerShortRest","Spell_Shout","Shout","ApplyStatus(NEARBY_ENEMIES,INCAPACITATED,100,4)","Self","","","Not Started","P2","AoE incapacitate, easily broken. Moderately viable in PvP.","","","","","","","h78fe4967g0165g0000g0000g000000000001","h78fe4967g0166g0000g0000g000000000001"
"WAR_Menace","Menace","MEN","still easily broken in PvE, though moderately more useful due to the knockback.","still easily broken in PvE, though moderately more useful due to the knockback.","Offensive","General","Utility,CC,Fear,Knockback","5","","","","Baseline","All","","","","","","Action","","OncePerShortRest","Spell_Target","Target","ApplyStatus(FRIGHTENED,100,6);Force(Knockback,6m)","MeleeRange() and not Dead()","","","Not Started","P2","Single-target fear with knockback. More useful than Cacophonous Roar due to knockback.","","","","","","","h78fe4967g01cbg0000g0000g000000000001","h78fe4967g01ccg0000g0000g000000000001"
"WAR_Spell_Reflection","Spell Reflection","SR","very useful, low cooldown damage reduction.","very useful, low cooldown damage reduction.","Offensive","General","Defensive,Magic-Defense","5","5","5","5","Baseline","All","","","","","10","Action","ActionPoint:1;Rage:10","OncePerShortRest","Spell_Shout","Shout","ApplyStatus(SELF,WAR_SPELL_REFLECT,100,3)","Self","None","WAR_SPELL_REFLECTION","Not Started","P3","Wowhead: https://www.wowhead.com/spell=23920","","","","","","","h78fe4967g0183g0000g0000g000000000001","h78fe4967g0184g0000g0000g000000000001"
"WAR_Rallying_Cry","Rallying Cry","Rally","one of the few raid-wide defensive abilities.","one of the few raid-wide defensive abilities.","Defensive","AoE-Buff","Defensive,Raid-Utility,Temporary-HP","5","5","5","5","Baseline","All","","","","","0","Action","","3 minutes (OncePerCombat)","Spell_Shout","Shout","ApplyStatus(SELF,WAR_RALLYING_CRY,100,10)","Self","None","","Not Started","P2","Wowhead: https://www.wowhead.com/spell=97462","","","","","","","h78fe4967g0179g0000g0000g000000000001","h78fe4967g017ag0000g0000g000000000001"
"WAR_Shockwave","Shockwave","SHO","on demand AoE stun.","on demand AoE stun.","Offensive","General","AoE,Stun,CC","5","","","","Baseline","All","","","","","20","Action","ActionPoint:1;Rage:20","OncePerShortRest","Spell_Zone","Zone","DealDamage(1d6+StrengthModifier,Force);ApplyStatus(WAR_STUNNED,100,2)","AreaTarget()","1d6+StrengthModifier,Force","WAR_SHOCKWAVE","Not Started","P3","Wowhead: https://www.wowhead.com/spell=46968","","","","","","","h78fe4967g014fg0000g0000g000000000001","h78fe4967g0150g0000g0000g000000000001"
"WAR_Barbaric_Training","Barbaric Training","BT","only useful for Mountain Thane in multitarget.","only useful for Mountain Thane in multitarget.","Passive","Talent-Passive","Fury,AoE,Mountain-Thane","5","5","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Only useful for Mountain Thane in multitarget. Spec-specific passive.","","","","","","","h78fe4967g0057g0000g0000g000000000001","h78fe4967g0058g0000g0000g000000000001"
"WAR_Tactician","Tactician","TAC","calculates the total rage spent on an ability and converts it into a chance to reset the cooldown...","calculates the total rage spent on an ability and converts it into a chance to reset the cooldown on Overpower.","Offensive","General","Arms,Proc,Overpower-Build","","","","","Baseline","All","","Deft Experience","","","","Action","","None","Passive","Target","","MeleeRange() and not Dead()","","","Not Started","P3","Proc passive - requires charge resource for Overpower","","","","","","","h78fe4967g0059g0000g0000g000000000001","h78fe4967g005ag0000g0000g000000000001"
"WAR_Colossus_Smash","Colossus Smash","CS","Arms' primary offensive cooldown, which also inflicts Deep Wounds.","Arms' primary offensive cooldown, which also inflicts Deep Wounds.","Offensive","Single-Target-Attack","Arms,Debuff,Burst","","5","","","Baseline","All","","","","","","Action","","45 seconds (OncePerShortRest)","Spell_Target","Target","DealDamage(2d10+StrengthModifier,Physical);ApplyStatus(WAR_COLOSSUS_SMASH,100,5)","MeleeRange() and not Dead()","2d10+StrengthModifier,Physical","WAR_COLOSSUS_SMASH","Not Started","P3","Wowhead: https://www.wowhead.com/spell=167105","","","","","","","h78fe4967g0193g0000g0000g000000000001","h78fe4967g0194g0000g0000g000000000001"
"WAR_Impale","Impale","IMP","increases the extra critical hit damage inflicted by crits, meaning it's closer to a 5% damage bo...","increases the extra critical hit damage inflicted by crits, meaning it's closer to a 5% damage bonus than 10%.","Passive","Talent-Passive","Passive,Critical,Damage-Boost","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Increases critical strike damage","","","","","","","h78fe4967g005bg0000g0000g000000000001","h78fe4967g005cg0000g0000g000000000001"
"WAR_Focus_in_Chaos","Focus in Chaos","FC","removes the 19% dual wield miss penalty from auto-attacks, although they can still be parried.","removes the 19% dual wield miss penalty from auto-attacks, although they can still be parried.","Passive","Talent-Passive","Fury,Dual-Wield,Hit-Chance","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Removes 19% dual-wield miss penalty from auto-attacks (though they can still be dodged/parried).","","","","","","","h78fe4967g005dg0000g0000g000000000001","h78fe4967g005eg0000g0000g000000000001"
"WAR_Rampage","Rampage","Ramp","the core of Fury's rotation, converting rage into damage and Enrage.","the core of Fury's rotation, converting rage into damage and Enrage.","Offensive","General","Fury,Burst,Enrage","","","5","","Baseline","All","","","","","80","Action","ActionPoint:1;Rage:80","None","Spell_Target","Target","DealDamage(1d6+StrengthModifier,Slashing);DealDamage(1d6+StrengthModifier,Slashing);DealDamage(1d6+StrengthModifier,Slashing);DealDamage(1d6+StrengthModifier,Slashing);ApplyStatus(WAR_ENRAGED,100,4)","MeleeRange() and not Dead()","4*(1d6+StrengthModifier),Slashing","","Not Started","P3","Wowhead: https://www.wowhead.com/spell=184367","","","","","","","h78fe4967g01d7g0000g0000g000000000001","h78fe4967g01d8g0000g0000g000000000001"
"WAR_Improved_Raging_Blow","Improved Raging Blow","IRB","critical talent which enables Raging Blow resets.","critical talent which enables Raging Blow resets.","Passive","Single-Target-Attack","Fury,Raging-Blow-Enhancement,Reset-Mechanic","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","Raging Blow","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Critical talent - enables Raging Blow resets. 20% chance per cast.","","","","","","","h78fe4967g005fg0000g0000g000000000001","h78fe4967g0060g0000g0000g000000000001"
"WAR_Last_Stand","Last Stand","LS","Basic defensive cooldown, grants bonus health for 15 seconds. Good reactive cooldown. Mandatory t...","Basic defensive cooldown, grants bonus health for 15 seconds. Good reactive cooldown. Mandatory talent.","Passive","Talent-Passive","Protection,Defensive,Cooldown","Auto-Grant","Auto-Grant","Auto-Grant","5","Baseline","All","","","","","0","None","N/A - Passive","3 minutes (OncePerCombat)","Spell_Shout","Shout","ApplyStatus(SELF,WAR_LAST_STAND,100,10)","N/A - Passive","None","N/A - Passive Effect","Not Started","P3","Wowhead: https://www.wowhead.com/spell=12975","","","","","","","h78fe4967g0175g0000g0000g000000000001","h78fe4967g0176g0000g0000g000000000001"
"WAR_Instigate","Instigate","INS","Basically auto-attack rage generation by 2 and performs very well.","Basically auto-attack rage generation by 2 and performs very well.","Passive","Talent-Passive","Protection,Rage-Generation,Auto-Attack","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Increases auto-attack rage generation by 2. Performs very well for tanks.","","","","","","","h78fe4967g0061g0000g0000g000000000001","h78fe4967g0062g0000g0000g000000000001"
"WAR_Rend","Rend","REN","Excellent DPS increase applied passively by","Excellent DPS increase applied passively by","Passive","Bleed","Passive,DoT,Bleed","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Applies damage over time effect","","","","","","","h78fe4967g0063g0000g0000g000000000001","h78fe4967g0064g0000g0000g000000000001"
"WAR_Brutal_Vitality","Brutal Vitality","BrV","This grants ~8% Leech whenever Ignore Pain is active. It's a decent boost to self-sustain, especi...","This grants ~8% Leech whenever Ignore Pain is active. It's a decent boost to self-sustain, especially since the dmg from","Passive","Talent-Passive","Passive,Healing,Leech","Auto-Grant","Auto-Grant","Auto-Grant","5","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Leech - percentage of damage heals you","","","","","","","h78fe4967g0065g0000g0000g000000000001","h78fe4967g0066g0000g0000g000000000001"
"WAR_Honed_Reflexes","Honed Reflexes","HR","Reduces most defensive cooldowns by a very minor amount.","Reduces most defensive cooldowns by a very minor amount.","Passive","Talent-Passive","Defensive,Cooldown-Reduction","6","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Reduces defensive cooldowns by minor amount. General survivability passive.","","","","","","","h78fe4967g0067g0000g0000g000000000001","h78fe4967g0068g0000g0000g000000000001"
"WAR_Crushing_Force","Crushing Force","CF","major damage increase for Slam.","major damage increase for Slam.","Passive","Talent-Passive","Passive,Enhancement,Major-Boost","6","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Major enhancement passive - research specific mechanics needed","","","","","","","h78fe4967g0069g0000g0000g000000000001","h78fe4967g006ag0000g0000g000000000001"
"WAR_Bitter_Immunity","Bitter Immunity","BI","highly situational due to its long cooldown.","highly situational due to its long cooldown.","Passive","Talent-Passive","Defensive,CC-Immunity,Situational","6","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Highly situational due to long cooldown. Grants immunity to specific effects.","","","","","","","h78fe4967g006bg0000g0000g000000000001","h78fe4967g006cg0000g0000g000000000001"
"WAR_Overwhelming_Rage","Overwhelming Rage","OR","eases the burdens of rage management.","eases the burdens of rage management.","Passive","Rage-Management","Fury,Rage-Generation","6","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Increases maximum Rage by 15-20 and eases rage management burdens.","","","","","","","h78fe4967g006dg0000g0000g000000000001","h78fe4967g006eg0000g0000g000000000001"
"WAR_Rumbling_Earth","Rumbling Earth","RE","greatly increases the usefulness of Shockwave when using it regularly against groups.","greatly increases the usefulness of Shockwave when using it regularly against groups.","Passive","Talent-Passive","Passive,Enhancement,Major-Boost","6","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Major enhancement passive - research specific mechanics needed","","","","","","","h78fe4967g006fg0000g0000g000000000001","h78fe4967g0070g0000g0000g000000000001"
"WAR_Reinforced_Plates","Reinforced Plates","RP","synergizes with Armored to the Teeth to provide additional damage.","synergizes with Armored to the Teeth to provide additional damage.","Passive","Talent-Passive","Passive,Armor,Damage-Synergy","6","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Armored to the Teeth","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Synergizes with Armored to the Teeth. Provides armor and damage boost.","","","","","","","h78fe4967g0071g0000g0000g000000000001","h78fe4967g0072g0000g0000g000000000001"
"WAR_Skullsplitter","Skullsplitter","SkS","condenses bleed damage into short cooldown windows and generates a moderate amount of rage.","condenses bleed damage into short cooldown windows and generates a moderate amount of rage.","Offensive","General","Arms,Rage-Generation,Single-Target","","6","","","Baseline","All","","","","","","Action","","None","Spell_Target","Target","DealDamage(2d8+StrengthModifier,Physical);RestoreResource(Rage,15,0)","MeleeRange() and not Dead()","2d8+StrengthModifier,Physical","","Not Started","P3","Rage generator for Arms","","","","","","","h78fe4967g01dbg0000g0000g000000000001","h78fe4967g01dcg0000g0000g000000000001"
"WAR_Finishing_Blows","Finishing Blows","FB","increases rage generation during the Execute phase to fuel its higher costs.","increases rage generation during the Execute phase to fuel its higher costs.","Passive","Execute","Passive,Rage-Generation","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Increases Rage generation under specific conditions","","","","","","","h78fe4967g0073g0000g0000g000000000001","h78fe4967g0074g0000g0000g000000000001"
"WAR_Anger_Management","Anger Management","AM","an indispensable talent, creating more frequent increased damage windows.","an indispensable talent, creating more frequent increased damage windows.","Passive","Talent-Passive","Passive,Cooldown-Reduction,Critical","Auto-Grant","6","9","8","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Indispensable talent - reduces cooldowns, creates more frequent damage windows.","","","","","","","h78fe4967g0075g0000g0000g000000000001","h78fe4967g0076g0000g0000g000000000001"
"WAR_Spiteful_Serenity","Spiteful Serenity","SS","a very underwhelming talent with its own negative bonus in addition to strong competition in Ange...","a very underwhelming talent with its own negative bonus in addition to strong competition in Anger Management.","Passive","Talent-Passive","Fury,Enrage,Underwhelming","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Very underwhelming talent with negative bonus. Strong competition from other talents.","","","","","","","h78fe4967g0077g0000g0000g000000000001","h78fe4967g0078g0000g0000g000000000001"
"WAR_Exhilarating_Blows","Exhilarating Blows","EB","allows more casts of Mortal Strike and Cleave.","allows more casts of Mortal Strike and Cleave.","Passive","Single-Target-Attack","Arms,Rage-Reduction,Cost-Reduction","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","Mortal Strike,Cleave","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Reduces Mortal Strike and Cleave rage costs. Allows more frequent casts.","","","","","","","h78fe4967g0079g0000g0000g000000000001","h78fe4967g007ag0000g0000g000000000001"
"WAR_Collateral_Damage","Collateral Damage","CD","gains a stack for each single target attack cleaved by Sweeping Strikes, which includes the free ...","gains a stack for each single target attack cleaved by Sweeping Strikes, which includes the free Slam cast by Fervor of Battle, creating great synergy between them.","Passive","Talent-Passive","Arms,AoE,Cleave,Stacking-Buff","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Sweeping Strikes","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Gains stacks for each single-target attack cleaved by Sweeping Strikes. Increases next AoE damage.","","","","","","","h78fe4967g007bg0000g0000g000000000001","h78fe4967g007cg0000g0000g000000000001"
"WAR_Cleave","Cleave","CLE","Arms' primary multitarget attack, which also inflicts Deep Wounds.","Arms' primary multitarget attack, which also inflicts Deep Wounds.","Offensive","AoE-Attack","Arms,AoE,Bleed","","","","","Baseline","All","","","","","20","Action","ActionPoint:1;Rage:20","None","Spell_Zone","Zone","DealDamage(2d6+StrengthModifier,Slashing);ApplyStatus(WAR_DEEP_WOUNDS,100,3)","AreaTarget()","2d6+StrengthModifier,Slashing","None - Damage Only","Not Started","P3","Wowhead: https://www.wowhead.com/spell=845","","","","","","","h78fe4967g0145g0000g0000g000000000001","h78fe4967g0146g0000g0000g000000000001"
"WAR_Single","Single","SIN","Minded Fury- increase the effectiveness of dual wielding one-handed weapons, but not by enough t...","Minded Fury- increase the effectiveness of dual wielding one-handed weapons, but not by enough to make them competitive with two-handed weapons.","Passive","Talent-Passive","Fury,Dual-Wield,Weapon-Specialization","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Single-Minded Fury - increases effectiveness of dual-wielding one-handed weapons.","","","","","","","h78fe4967g007dg0000g0000g000000000001","h78fe4967g007eg0000g0000g000000000001"
"WAR_Cold_Steel_Hot_Blood","Cold Steel & Hot Blood","CSHB","inflicts a powerful bleed, which can be applied to multiple targets via Whirlwind.","inflicts a powerful bleed, which can be applied to multiple targets via Whirlwind.","Passive","Talent-Passive","Arms,DoT,Bleed,Whirlwind-Enhancement","Auto-Grant","Auto-Grant","6","Auto-Grant","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Inflicts powerful bleed on critical hits. Can be applied to multiple targets via Whirlwind Meat Cleaver.","","","","","","","h78fe4967g007fg0000g0000g000000000001","h78fe4967g0080g0000g0000g000000000001"
