"EntryName","FileType","HandleName","HandleDesc","DisplayName","Description"
"WAR_Tough_As_Nails","Passive","h78fe4967g00bb","h78fe4967g00bc","Tough as Nails","Passive damage output whenever you block an attack, recently buffed, however, still not a popular or strong choice.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Protection, Block, Damage-On-Block
- Notes: Passive damage whenever you block. Recently buffed, still underwhelming."
"WAR_Enduring_Defenses","Passive","h78fe4967g00bd","h78fe4967g00be","Enduring Defenses","Incredible defensive bonus, simply grants 33% more Shield Block uptime. Massive increase to Protection Warriors ability to survive damage in any situation.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Protection, Block, Duration-Extension, Critical
- Notes: Incredible defensive bonus - grants 33% more Shield Block uptime. Massive survivability boost."
"WAR_Unyielding_Stance","Passive","h78fe4967g00bf","h78fe4967g00c0","Unyielding Stance","Simple increase of Defensive Stance damage reduction. Required for pathing.

- Role: Passive
- Subtype: Defensive-CD
- Tags: Passive, Defensive, Mitigation
- Notes: Passive damage mitigation"
"WAR_Red_Right_Hand","Passive","h78fe4967g00c1","h78fe4967g00c2","Red Right Hand","Simple increase of Execute damage. Great in combination with other Execute talents.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Arms, Execute-Enhancement, Damage-Boost
- Notes: Simple Execute damage increase. Great in combination with other Execute talents."
"WAR_Cruel_Strikes","Passive","h78fe4967g00c3","h78fe4967g00c4","Cruel Strikes","a minor increase to Execute, smaller than it may seem.

- Role: Passive
- Subtype: Single-Target-Attack
- Tags: Fury, Execute-Enhancement, Critical
- Notes: Minor Execute crit increase. Smaller than it may seem."
"WAR_Wild_Strikes","Passive","h78fe4967g00c5","h78fe4967g00c6","Wild Strikes","deceptively powerful due to the already high frequency of auto-attacks.

- Role: Offensive
- Subtype: Single-Target-Attack
- Tags: Fury, Proc, Raging-Blow-Enhancement
- Damage Roll: DealDamage(MainMeleeWeapon,MainMeleeWeaponDamageType,Magical)
- Statuses Applied: None - Damage Only
- Notes: Extra attack proc for Raging Blow"
"WAR_Dual_Wield_Specialization","Passive","h78fe4967g00c7","h78fe4967g00c8","Dual Wield Specialization","a must-have passive damage increase.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Fury, Dual-Wield, Damage-Boost, Critical
- Notes: Must-have passive damage increase for dual-wielding."
"WAR_Armored_to_the_Teeth","Passive","h78fe4967g00c9","h78fe4967g00ca","Armored to the Teeth","near indispensable damage increase that helps gear scaling over the course of an expansion.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Passive, Armor, Damage-Scaling, Critical
- Notes: Near indispensable damage increase. Helps gear scaling over expansion."
"WAR_Deft_Experience","Passive","h78fe4967g00cb","h78fe4967g00cc","Deft Experience","a minor Mastery increase, with the much more important effect of doubling the chance to trigger Tactician.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Arms, Passive, Proc
- Notes: Enhances Tactician - bidirectional dependency"
"WAR_Valor_in_Victory","Passive","h78fe4967g00cd","h78fe4967g00ce","Valor in Victory","a minor Versatility increase, which also reduces the cooldown of Die by the Sword.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Passive, Cooldown-Reduction
- Notes: Reduces cooldowns - BG3 implementation may need custom functor"
"WAR_Critical_Thinking","Passive","h78fe4967g00cf","h78fe4967g00d0","Critical Thinking","a minor Critical Strike increase, with a very impactful rage refund for Execute, which is also additive with Improved Execute for a combined 30% refund.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Passive, Execute-Build, Critical
- Notes: Modifies Execute crit chance"
"WAR_Raging_Armaments","Passive","h78fe4967g00d1","h78fe4967g00d2","Raging Armaments","minor mastery buff, with a very important Enrage extension, which helps keep Bloodthirst active in the rotation.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Passive, Enrage, Conditional-Boost
- Notes: Conditional bonus while Enraged status active"
"WAR_Swift_Strikes","Passive","h78fe4967g00d3","h78fe4967g00d4","Swift Strikes","a minor haste buff, with a small rage generation increase which adds up significantly over the course of a dungeon or encounter.

- Role: Passive
- Subtype: Single-Target-Attack
- Tags: Passive, Rage-Generation
- Notes: Increases Rage generation under specific conditions"
"WAR_Defender_s_Aegis","Passive","h78fe4967g00d5","h78fe4967g00d6","Defender's Aegis","Grants a 2nd charge of Shield Wall and significantly reduces the base cooldown.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Passive, Cooldown-Reduction
- Notes: Reduces cooldowns - BG3 implementation may need custom functor"
"WAR_Impenetrable_Wall","Passive","h78fe4967g00d7","h78fe4967g00d8","Impenetrable Wall","Reduces the cooldown of Shield Wall whenever you cast Shield Slam.

- Role: Defensive
- Subtype: General
- Tags: Protection, Defensive, CC-Immunity
- Statuses Applied: WAR_IMPENETRABLE_WALL
- Notes: Enhances Shield Wall with CC immunity"
"WAR_Focused_Vigor","Passive","h78fe4967g00d9","h78fe4967g00da","Focused Vigor","Amazing Talent, offers huge amounts of damage output and Armor for just 1 Talent point, not mandatory for pathing but heavily encouraged to pick up!

- Role: Offensive
- Subtype: General
- Tags: Protection, Defensive, Healing
- Notes: Conditional healing boost during Avatar"
"WAR_Shield_Specialization","Passive","h78fe4967g00db","h78fe4967g00dc","Shield Specialization","Outstanding defensive bonus. Greatly reduces damage taken from blockable hits and is crucial for pathing to the Talents that enable the ""Rage Feedback Machine"" further.

- Role: Defensive
- Subtype: General
- Tags: Protection, Passive, Block
- Notes: Simple block chance boost"
"WAR_Enduring_Alacrity","Passive","h78fe4967g00dd","h78fe4967g00de","Enduring Alacrity","A significant increase in Health and 2% Haste gain makes this talent one of the most attractive talents on our talent tree.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Passive, Haste, Attack-Speed
- Notes: Haste passive - BG3 equivalent could be bonus action or extra attack"
"WAR_Battlelord","Passive","h78fe4967g00df","h78fe4967g00e0","Battlelord","creates an entertaining gameplay loop of Mortal Strike refreshing Overpower via Tactician and Overpower refreshing Mortal Strike via Battlelord.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Arms, Overpower-Build, Reset-Mechanic
- Notes: Entertaining gameplay loop - Mortal Strike refreshes Overpower via Tactician procs."
"WAR_Bloodletting","Passive","h78fe4967g00e1","h78fe4967g00e2","Bloodletting","a very important bleed damage increase, which reduces the amount of maintenance required to maintain the debuffs and synergizes very well with Skullsplitter and Thunderous Roar/Words.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Passive, DoT, Bleed
- Notes: Applies damage over time effect"
"WAR_Sharpened_Blades","Passive","h78fe4967g00e3","h78fe4967g00e4","Sharpened Blades","a moderate damage increase for Arms' most important rotational abilities.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Arms, Damage-Boost, Core-Abilities
- Notes: Moderate damage increase for Arms' most important rotational abilities."
"WAR_Juggernaut","Passive","h78fe4967g00e5","h78fe4967g00e6","Juggernaut","provides a large ramping damage increase, though not well suited for short encounters and susceptible to dropping during downtime.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Arms, Execute-Build, Stacking-Buff
- Notes: Large ramping damage increase. Not suited for short encounters."
"WAR_Reckless_Abandon","Passive","h78fe4967g00e7","h78fe4967g00e8","Reckless Abandon","causes Bloodthirst and Raging Blow to be replaced by stronger versions - Bloodbath and Crushing Blow, creating a powerful gameplay loop.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Fury, Recklessness-Build, Ability-Replacement
- Notes: Bloodthirst and Raging Blow replaced by stronger versions (Bloodbath/Crushing Blow) during Recklessness."
"WAR_Booming_Voice","Passive","h78fe4967g00e9","h78fe4967g00ea","Booming Voice","Turns Demoralizing Shout into a good offensive cooldown and Rage generation tool. Grants 30 rage and synergizes very nicely with

- Role: Passive
- Subtype: Talent-Passive
- Tags: Passive, Rage-Generation
- Notes: Increases Rage generation under specific conditions"
"WAR_Indomitable","Passive","h78fe4967g00eb","h78fe4967g00ec","Indomitable","Extremely valuable defensive talent. Substantially increases tankiness and grants a steady trickle of self-healing. Mandatory if you want to call yourself a tank.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Defensive, Tankiness, Critical
- Notes: Extremely valuable defensive talent. Substantially increases tankiness and grants ignore pain charges."
"WAR_Violent_Outburst","Passive","h78fe4967g00ed","h78fe4967g00ee","Violent Outburst","Excellent Rage generation increase, one of the vital pillarstones to the ""Rage Feedback Machine"" to deal huge amounts of damage and be an absolute brick house of a tank.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Passive, Rage-Generation
- Notes: Increases Rage generation under specific conditions"
"WAR_Heavy_Handed","Passive","h78fe4967g00ef","h78fe4967g00f0","Heavy Handed","Allows Execute to strike 2 additional targets for a reduced amount. Great for raiding and overall damage output!

- Role: Passive
- Subtype: Talent-Passive
- Tags: Arms, Execute-Build, AoE
- Notes: Execute strikes 2 additional targets for reduced damage. Great for refreshing Sudden Death."
"WAR_Uproar","Passive","h78fe4967g00f1","h78fe4967g00f2","Uproar","keeps Thunderous Roar aligned with Avatar and other cooldowns, provides a noticeable overall damage increase, especially in multitarget.

- Role: Passive
- Subtype: AoE-Buff
- Tags: Fury, Cooldown-Reduction, Alignment
- Notes: Keeps Thunderous Roar aligned with Avatar and other cooldowns. Noticeable damage increase."
"WAR_Thunderous_Words","Passive","h78fe4967g00f3","h78fe4967g00f4","Thunderous Words","increases the damage of all bleeds only while Thunderous Roar is active, creating powerful burst windows that synergize well with Odyn's Fury.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Passive, DoT, Bleed
- Notes: Applies damage over time effect"
"WAR_Berserker_s_Torment","Passive","h78fe4967g00f5","h78fe4967g00f6","Berserker's Torment","highly effective and extends the duration of their normal counterparts.

- Role: Passive
- Subtype: Rage-Management
- Tags: Fury, Recklessness-Build, Duration-Extension
- Notes: Highly effective. Extends duration of Bloodbath/Crushing Blow beyond normal counterparts."
"WAR_Titan_s_Torment","Passive","h78fe4967g00f7","h78fe4967g00f8","Titan's Torment","very strong AoE damage increase, which synergizes with other additional effects from Odyn's Fury.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Fury, Avatar-Build, AoE-Damage
- Notes: Very strong AoE damage increase. Synergizes with other Avatar effects on Odyn's Fury."
"WAR_Piercing_Challenge","Passive","h78fe4967g00f9","h78fe4967g00fa","Piercing Challenge","a minor overall damage increase, though the extra rage generation is largely irrelevant.

- Role: Passive
- Subtype: Threat-Gen
- Tags: Passive, Rage-Generation
- Notes: Increases Rage generation under specific conditions"
"WAR_Champion_s_Might","Passive","h78fe4967g00fb","h78fe4967g00fc","Champion's Might","a short but powerful damage window, which now activates on the target instead of requiring the player to stand within a specific location.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Offensive, Champion-Spear-Enhancement, Damage-Window
- Notes: Short but powerful damage window. Activates on target instead of self now."
"WAR_Fatality","Passive","h78fe4967g00fd","h78fe4967g00fe","Fatality","provides increased damage during Execute, while keeping the abilities used before Execute relevant. It cannot critically strike and does not benefit from class buffs such as Colossus Smash or Avatar, but it can be buffed by primary stat increases like Test of Might or potions.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Fury, Execute-Build, Damage-Boost
- Notes: Increased damage during Execute phase. Keeps pre-execute abilities relevant."
"WAR_Dance_of_Death","Passive","h78fe4967g00ff","h78fe4967g0100","Dance of Death","provides a significant damage increase for Bladestorm and can be chained from pack to pack, but the timing does not work cleanly with all of Bladestorm's other follow-on talents.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Arms, AoE, Cooldown-Enhancement
- Notes: Major Bladestorm enhancement"
"WAR_Unhinged","Passive","h78fe4967g0101","h78fe4967g0102","Unhinged","a significant single/two target damage increase while using Bladestorm or Ravager, highly effective in combination with other effects that synergize with Mortal Strike.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Arms, Bladestorm-Enhancement, Damage-Boost
- Notes: Significant single/two target damage increase while using Bladestorm or Ravager."
"WAR_Merciless_Bonegrinder","Passive","h78fe4967g0103","h78fe4967g0104","Merciless Bonegrinder","a major damage increase for Cleave or Whirlwind, creating strong AoE damage windows.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Protection, AoE, Damage-Boost
- Notes: Enhances Ravager AoE"
"WAR_Executioner_s_Precision","Passive","h78fe4967g0105","h78fe4967g0106","Executioner's Precision","provides great value to Mortal Strike, keeping the ability relevant during Execute.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Arms, Execute-Build, Mortal-Strike-Enhancement
- Notes: Great value to Mortal Strike, keeps it relevant during Execute phase."
"WAR_Tenderize","Passive","h78fe4967g0107","h78fe4967g0108","Tenderize","greatly increases the value of Onslaught, both in jumpstarting the rotation and increasing the damage of Rampage.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Passive, Enhancement, Major-Boost
- Notes: Major enhancement passive - research specific mechanics needed"
"WAR_Storm_of_Steel","Passive","h78fe4967g0109","h78fe4967g010a","Storm of Steel","gives Ravager a second charge, which is fairly important in most content.

- Role: Utility
- Subtype: General
- Tags: Arms, Ravager-Enhancement, Extra-Charge
- Notes: Gives Ravager second charge. Fairly important in most content."
"WAR_Unbridled_Ferocity","Passive","h78fe4967g010b","h78fe4967g010c","Unbridled Ferocity","randomly triggers Recklessness, though its low proc chance leaves it generally uncompetitive.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Fury, Recklessness-Build, Proc
- Notes: Randomly triggers Recklessness. Low proc chance leaves it generally underwhelming."
"WAR_Depths_of_Insanity","Passive","h78fe4967g010d","h78fe4967g010e","Depths of Insanity","generally uncompetitive, due to its small impact on overall uptime.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Fury, Enrage, Duration-Extension
- Notes: Generally uncompetitive due to small impact on overall uptime. Extends Enrage duration."
"WAR_Dancing_Blades","Passive","h78fe4967g010f","h78fe4967g0110","Dancing Blades","triggers a large auto-attack buff, which provides a bonus to Odyn's Fury's single target value.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Fury, Odyn-Build, Auto-Attack-Buff
- Notes: Triggers large auto-attack buff. Provides bonus to Odyn's Fury single-target damage."
"WAR_Titanic_Rage","Passive","h78fe4967g0111","h78fe4967g0112","Titanic Rage","a minor damage buff, but jumpstarts the AoE rotation by auto-applying important buffs, with even greater synergy in combination with Titan's

- Role: Passive
- Subtype: Rage-Management
- Tags: Fury, Avatar-Build, AoE-Rotation
- Notes: Minor damage buff. Jumpstarts AoE rotation by auto-applying important statuses."
"WAR_Shield_Charge","Passive","h78fe4967g0113","h78fe4967g0114","Shield Charge","Decent offensive cooldown and Rage generation tool. It is not great on its own, but it is good with the talent synergy below. Grants 20 rage. It deals slightly more single-target damage than Ravager, but less AoE damage.

- Role: Passive
- Subtype: Gap-Closer
- Tags: Passive, Rage-Generation
- Notes: Increases Rage generation under specific conditions"
"WAR_Battle_Scarred_Veteran","Passive","h78fe4967g0115","h78fe4967g0116","Battle-Scarred Veteran","Reactive defensive cooldown that provides a ton of damage reduction and increased healing taken. The 3-minute cooldown is long. After FINALLY being fixed in 10.2.7, this Talent is properly useful for new players and may have niche applications in high keys as a planned defensive. Great tool to recover from a mistake or generally when in trouble.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Passive, Healing, Lifesteal
- Notes: Lifesteal passive - heal based on damage dealt"
"WAR_Whirling_Blade","Passive","h78fe4967g0117","h78fe4967g0118","Whirling Blade","This talent randomly sends out more frequent and shorter versions of Ravager.

- Role: Passive
- Subtype: Talent-Passive
- Tags: Protection, Ravager-Enhancement, Proc
- Notes: Randomly sends out more frequent and shorter versions of Ravager."
"WAR_Ground_Current","Passive","h78fe4967g0119","h78fe4967g011a","Ground Current","Allows Lightning Strikes to hit multiple targets for significantly reduced damage. Does not hit the primary target of the lightning strike's initial target.

- Role: Passive
- Subtype: Hero-Talent-Passive
- Tags: Mountain-Thane, Hero-Talent, Lightning
- Notes: Mountain Thane passive - NEEDS WOWHEAD RESEARCH for specific mechanics."
"WAR_Strength_of_the_Mountain","Passive","h78fe4967g011b","h78fe4967g011c","Strength of the Mountain","General damage increase for Mountain Thane warriors.

- Role: Passive
- Subtype: Hero-Talent-Passive
- Tags: Mountain-Thane, Hero-Talent, Stat-Boost
- Notes: Mountain Thane passive - Likely strength boost or damage increase."
"WAR_Colossal_Might","Passive","h78fe4967g011d","h78fe4967g011e","Colossal Might","Effectively doubles the damage of Demolish when active.

- Role: Passive
- Subtype: Hero-Talent-Passive
- Tags: Colossus, Hero-Talent, Demolish-Enhancement
- Notes: Colossus passive - Likely enhances Demolish ability damage or effects."
"WAR_Keep_your_feet_on_the_Ground","Passive","h78fe4967g011f","h78fe4967g0120","Keep your feet on the Ground","Very strong passive defensive bonus due to the high frequency of Thunder Blast procs.

- Role: Passive
- Subtype: Hero-Talent-Passive
- Tags: Mountain-Thane, Hero-Talent, CC
- Notes: Mountain Thane passive - Likely knockdown or root mechanic."
"WAR_Tide_of_Battle","Passive","h78fe4967g0121","h78fe4967g0122","Tide of Battle","Variable Overpower damage increase based on combat conditions.

- Role: Passive
- Subtype: Hero-Talent-Passive
- Tags: Colossus, Hero-Talent
- Notes: Mountain Thane passive - NEEDS RESEARCH for specific mechanics."
"WAR_No_Stranger_to_Pain","Passive","h78fe4967g0123","h78fe4967g0124","No Stranger to Pain","Increases the value of Ignore Pain, though the ability itself is rather small.

- Role: Passive
- Subtype: Hero-Talent-Passive
- Tags: Colossus, Hero-Talent, Defensive
- Notes: Mountain Thane passive - Likely damage reduction or pain suppression."
"WAR_Thorim_s_Might","Passive","h78fe4967g0125","h78fe4967g0126","Thorims Might","Very powerful, giving lightning strikes and rotational abilities much more value.

- Role: Passive
- Subtype: Hero-Talent-Passive
- Tags: Mountain-Thane, Hero-Talent, Power-Boost
- Notes: Mountain Thane passive - Thorim's power, likely damage or strength boost."
"WAR_Burst_of_Power","Passive","h78fe4967g0127","h78fe4967g0128","Burst of Power","Random Bloodthirst damage increase triggered by lightning effects.

- Role: Passive
- Subtype: Hero-Talent-Passive
- Tags: Mountain-Thane, Hero-Talent, Burst-Damage
- Notes: Mountain Thane passive - Burst damage window or cooldown enhancement."
"WAR_Precise_Might","Passive","h78fe4967g0129","h78fe4967g012a","Precise Might","Further emphasizes using Mortal Strike regularly and getting critical strikes.

- Role: Passive
- Subtype: Hero-Talent-Passive
- Tags: Colossus, Hero-Talent, Critical
- Notes: Colossus passive - Likely crit chance or crit damage boost."
"WAR_Mountain_of_Muscle_and_Scars","Passive","h78fe4967g012b","h78fe4967g012c","Mountain of Muscle and Scars","General damage/defense, and almost unnoticeable size increase.

- Role: Passive
- Subtype: Hero-Talent-Passive
- Tags: Colossus, Hero-Talent, Tank, HP-Boost
- Notes: Mountain Thane passive - Likely HP increase or damage reduction for tanks."
"WAR_Martial_Expert","Passive","h78fe4967g012d","h78fe4967g012e","Martial Expert","One of several critical strike damage boosts for Colossus warriors.

- Role: Passive
- Subtype: Hero-Talent-Passive
- Tags: Colossus, Hero-Talent, Mastery-Boost
- Notes: Colossus passive - Likely mastery or expertise increase."
"WAR_Imminent_Demise","Passive","h78fe4967g012f","h78fe4967g0130","Imminent Demise","Allows the consumption of Marked for Execution, even without Sudden Death talented, while also making Bladestorm much more powerful. Has strong synergy with Unhinged.

- Role: Passive
- Subtype: Hero-Talent-Passive
- Tags: Slayer, Hero-Talent, Execute-Build
- Notes: Slayer passive - Execute-focused enhancement."
"WAR_Arterial_Bleed","Passive","h78fe4967g0131","h78fe4967g0132","Arterial Bleed","Enhances bleed effects applied by Colossus abilities.

- Role: Passive
- Subtype: Bleed
- Tags: Colossus, Hero-Talent, Bleed, DoT
- Notes: Slayer passive - Applies or enhances bleed effects."
"WAR_Death_Drive","Passive","h78fe4967g0133","h78fe4967g0134","Death Drive","Very minor and largely random, which means it will not always be effective healing.

- Role: Passive
- Subtype: Hero-Talent-Passive
- Tags: Slayer, Hero-Talent, Execute-Phase
- Notes: Slayer passive - Bonuses during execute/death phase."
"WAR_Flashing_Skies","Passive","h78fe4967g0135","h78fe4967g0136","Flashing Skies","Significantly boosts the single target value of Thunder Blast. Triggers in addition to the normal random chance for a lightning strike, allowing two for one cast.

- Role: Passive
- Subtype: Hero-Talent-Passive
- Tags: Mountain-Thane, Hero-Talent, Lightning
- Notes: Mountain Thane passive - Increases lightning effects frequency/damage."
"WAR_Practiced_Strikes","Passive","h78fe4967g0137","h78fe4967g0138","Practiced Strikes","General damage increase for Colossus warriors.

- Role: Passive
- Subtype: Single-Target-Attack
- Tags: Colossus, Hero-Talent, Attack-Speed
- Notes: Slayer passive - Increases attack frequency or reduces GCD."
"WAR_Show_No_Mercy","Passive","h78fe4967g0139","h78fe4967g013a","Show No Mercy","Another damage increase tied to Marked for Execution and Sudden Death procs.

- Role: Passive
- Subtype: Hero-Talent-Passive
- Tags: Slayer, Hero-Talent, Execute-Finisher
- Notes: Slayer passive - Execute enhancements, no mercy mechanics."
"WAR_Unrelenting_Onslaught","Passive","h78fe4967g013b","h78fe4967g013c","Unrelenting Onslaught","Typically desyncs Bladestorm from other major cooldowns, though the increased frequency is worth the tradeoff.

- Role: Passive
- Subtype: Hero-Talent-Passive
- Tags: Slayer, Hero-Talent, Aggressive-Playstyle
- Notes: Slayer passive - Continuous assault bonuses."
"WAR_Opportunist","Passive","h78fe4967g013d","h78fe4967g013e","Opportunist","+1d8 vs bleeding/stunned

- Role: Passive
- Subtype: Hero-Talent
- Tags: Slayer, Hero-Talent, Conditional-Damage
- Effects: IF(HasStatus('BLEEDING',target) OR HasStatus('STUNNED',target)):AddDamageBonus(1d8)
- Notes: Slayer Hero Talent - Path 2. Your attacks deal additional damage to bleeding or stunned targets."
"WAR_Overwhelming_Blades","Passive","h78fe4967g013f","h78fe4967g0140","Overwhelming Blades","+1d10 to Whirlwind/Bladestorm

- Role: Passive
- Subtype: Hero-Talent
- Tags: Slayer, Hero-Talent, AoE, Damage-Boost
- Effects: IF(HasStringInSpellRoll('WAR__Whirlwind_') OR HasStringInSpellRoll('WAR__Bladestorm_')):AddDamageBonus(1d10)
- Notes: Slayer Hero Talent - Path 3. Your Whirlwind and Bladestorm deal significantly more damage."
"WAR_Relentless_Pursuit","Passive","h78fe4967g0141","h78fe4967g0142","Relentless Pursuit","Charge range +10ft, CDR on kills

- Role: Passive
- Subtype: Hero-Talent
- Tags: Slayer, Hero-Talent, Mobility, CDR
- Effects: ModifyCooldown(WAR__Charge_,-1)
- Notes: Slayer Hero Talent - Path 1. Your Charge cooldown is reduced."
"Zone_WAR_Bladestorm","Spell_Zone","h78fe4967g0143","h78fe4967g0144","Bladestorm","Bladestorm - Warrior ability

- BG3 Spell Type: Zone
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Zone_WAR_Cleave","Spell_Zone","h78fe4967g0145","h78fe4967g0146","Cleave","Cleave - Warrior ability

- BG3 Spell Type: Zone
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Zone_WAR_Earthquake","Spell_Zone","h78fe4967g0147","h78fe4967g0148","Earthquake","Earthquake - Warrior ability

- BG3 Spell Type: Zone
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Zone_WAR_Odyn_s_Fury","Spell_Zone","h78fe4967g0149","h78fe4967g014a","Odyn s Fury","Odyn s Fury - Warrior ability

- BG3 Spell Type: Zone
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Zone_WAR_Ravager","Spell_Zone","h78fe4967g014b","h78fe4967g014c","Ravager","Ravager - Warrior ability

- BG3 Spell Type: Zone
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Zone_WAR_Revenge","Spell_Zone","h78fe4967g014d","h78fe4967g014e","Revenge","Revenge - Warrior ability

- BG3 Spell Type: Zone
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Zone_WAR_Shockwave","Spell_Zone","h78fe4967g014f","h78fe4967g0150","Shockwave","Shockwave - Warrior ability

- BG3 Spell Type: Zone
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Zone_WAR_Thunder_Blast","Spell_Zone","h78fe4967g0151","h78fe4967g0152","Thunder Blast","Thunder Blast - Warrior ability

- BG3 Spell Type: Zone
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Zone_WAR_Thunder_Clap","Spell_Zone","h78fe4967g0153","h78fe4967g0154","Thunder Clap","Thunder Clap - Warrior ability

- BG3 Spell Type: Zone
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Zone_WAR_Thunderous_Roar","Spell_Zone","h78fe4967g0155","h78fe4967g0156","Thunderous Roar","Thunderous Roar - Warrior ability

- BG3 Spell Type: Zone
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Zone_WAR_Warbreaker","Spell_Zone","h78fe4967g0157","h78fe4967g0158","Warbreaker","Warbreaker - Warrior ability

- BG3 Spell Type: Zone
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Zone_WAR_Whirlwind","Spell_Zone","h78fe4967g0159","h78fe4967g015a","Whirlwind","Whirlwind - Warrior ability

- BG3 Spell Type: Zone
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Shout_WAR_Avatar","Spell_Shout","h78fe4967g015b","h78fe4967g015c","Avatar","Avatar - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Battle_Shout","Spell_Shout","h78fe4967g015d","h78fe4967g015e","Battle Shout","Battle Shout - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Battle_Stance","Spell_Shout","h78fe4967g015f","h78fe4967g0160","Battle Stance","Battle Stance - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
